-1.6209,-2.4993,-4.062,-2.8124,-3.0561,-3.914,-3.6845,-2.4779,-2.0829,-5.0487,-3.8866,-2.1776,-3.1937,-3.2186,-3.5061,-2.6634,-2.8994,-2.9083,-4.4151,-1.498,-3.076,-2.4751,-3.2396,-2.1289,-1.9119,-2.3373,-3.7418,-3.8427,-3.3708,-0.6339,-2.5477,-2.1478,-2.9538,-3.6149,-4.0498,-3.4725,-3.2563,-2.0317,-1.7436,-1.536,-2.3824,-2.3693,-2.7527,-2.2368,-3.3121,-2.2816,-4.2961,-2.2186,-2.2394,-1.5889,-1.903,-2.8439,-2.7268,-2.3028,-2.6031,-2.3252,-4.4128,-2.6776,-3.5528,-2.5841,-2.7727,-1.9911,-3.3259,-1.3608,-2.7079,-1.7908,-2.1352,-3.0142,-3.3598,-1.3331,-1.6891,-2.8081,-3.9749,-2.6869,-2.7722,-3.1906,-2.0113,-1.7686,-5.2519,-1.2387,-2.4048,-1.7226,-3.0089,-3.3759,-3.0011,-3.7076,-1.0193,-2.4941,-2.3541,-3.7588,-5.2102,-1.1757,-2.0326,-1.7598,-2.3152,-2.1592,-0.89229,-6.7477,-3.7129,-3.834,-2.8031,-1.9552,-2.6452,-11,-3.1439,-2.65,-3.7915,-3.0778,-2.7505,-4.4748,-4.0302,-4.861,-3.2236,-3.8002,-2.417,-4.5479,-1.9089,-1.2405,-1.5719,-11,-4.2579,-3.2652,-2.2677,-1.8218,-2.8777,-2.5738,-2.6906,-3.1605,-2.9098,-1.3406,-2.7483,-2.3285,-5.9766,-4.6654,-1.7187,-2.0973,-3.3141,-2.4872,-1.4456,-2.4355,-1.8865,-1.4881,-3.5372,-1.4298,-1.3737,-3.3049,-2.2619,-3.1107,-2.302,-1.9599,-3.0698,-2.3798,-2.499,-2.4464,-3.0054,-2.1008,-3.0935,-2.4816,-1.1728,-2.3823,-1.3143,-4.1658,-3.8563,-1.8437,-5.2109,-3.0509,-2.5729,-2.7098,-4.4744,-1.5749,-2.3288,-2.846,-1.2831,-4.8004,-3.2385,-3.0682,-2.9846,-2.6051,-5.0692,-4.5905,-3.6303,-4.3081,-2.3977,-4.7301,-3.2806,-1.7568,-3.2072,-2.6468,-1.9805,-4.3049,-2.5227,-3.0278,-2.8954,-2.5997,-2.6348,-3.7366,-2.3158,-5.0895,-2.671,-3.5696,-11,-2.4798,-2.9516,-4.0442,-4.3065,-2.8223,-2.6014,-1.4931,-2.6325,-2.6543,-2.879,-2.603,-5.3876,-1.2563,-1.6216,-11,-3.4632,-1.9073,-1.8017,-2.2801,-1.9054,-1.8436,-1.5097,-3.5258,-4.0277
-11,-11,-3.9764,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-4.1806,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-3.6972,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-4.08,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11
3.4169,4.3683,3.7579,4.4347,1.2148,4.3448,4.0177,4.1374,4.4344,3.9351,4.5739,4.2153,3.5945,4.6376,3.6916,3.0252,2.6104,4.4065,3.8539,3.8863,2.8374,3.8664,3.8115,3.0266,4.6085,3.0679,3.9713,2.7864,1.5589,3.9896,3.5061,4.2061,2.585,2.6993,4.6659,3.4762,2.5217,3.2314,2.3411,4.4243,3.5687,5.4338,4.8761,5.1428,4.7008,4.9009,3.831,4.0351,5.0379,3.1602,4.5777,4.847,4.383,5.0944,5.3082,4.9018,4.2363,2.9111,4.7792,4.1934,3.7721,4.4959,4.6545,5.123,2.3987,4.2737,4.5693,5.1241,4.4874,4.6445,4.4431,4.5752,4.6538,5.0337,4.7819,5.032,5.0981,2.9629,4.3495,4.6274,5.2479,5.3558,4.9202,4.9089,5.9574,3.4691,4.8361,4.1452,4.8425,5.3633,4.1128,5.5186,3.3891,4.6855,4.5948,5.1103,5.1841,4.4679,2.7683,1.0381,4.283,5.4573,4.568,5.3785,5.7381,5.1077,4.3379,4.5833,4.9171,4.797,4.9051,4.9455,4.5552,4.2264,4.7579,4.5133,4.8733,4.3061,4.9332,4.4264,5.5443,4.8969,5.2495,4.8809,-11,3.7212,5.0721,3.8596,4.6098,5.2626,5.0792,4.2048,4.7627,5.1603,5.736,3.8052,4.8752,4.8236,4.3672,4.8899,4.6961,5.2201,4.362,5.6271,4.8802,5.2269,5.3329,4.2939,0.94985,4.9324,4.7803,2.8517,4.9728,4.0103,4.8879,4.3168,4.6734,4.095,5.1329,4.9326,5.4791,5.3216,5.0519,5.1852,5.3682,5.0363,5.1279,1.9569,4.5602,5.0586,5.212,5.7066,5.2615,5.9487,5.9403,5.9968,4.3606,5.199,4.9877,5.0285,4.3802,4.4028,4.0774,4.1299,4.5513,4.3373,4.7884,4.8211,4.7741,5.2816,5.0364,4.7342,4.2591,4.8415,4.9258,4.721,4.2602,3.3851,3.1844,4.0207,4.1239,4.6606,4.0534,0.78073,4.4099,3.6077,4.9024,5.0073,3.5882,3.5427,4.2696,2.7773,3.4517,4.691,4.5496,3.9915,3.7236,3.3114,3.7721,4.6117,4.5813,4.6038,4.7289,4.9002,3.7227
-0.45044,0.64437,0.18353,-0.47036,-0.63357,0.59864,0.26897,-0.35016,0.69402,-0.0076875,-0.61863,1.2145,-2.0209,-0.73065,0.046214,-0.17377,0.3399,1.0408,-1.0516,0.95736,-0.70676,0.15109,-0.64075,0.80852,-0.93921,0.31456,0.05105,0.12672,0.47338,0.31652,-0.27163,0.34617,0.65447,-0.4314,-1.2416,-0.49948,-0.16842,-0.087458,0.54639,0.2296,-1.1412,0.19237,0.093398,0.021307,0.083154,1.1612,0.40632,0.20572,-0.30787,1.5834,0.87608,0.60035,-0.28953,0.54296,0.19018,-0.0082337,-0.47205,1.1955,0.65087,1.3527,-0.31179,0.52323,1.197,2.1278,0.86597,1.2049,0.43281,0.42968,-0.83946,0.88934,0.40423,-0.55185,0.99575,0.65769,0.13564,0.080126,0.41453,0.62947,0.13788,1.3456,0.79475,0.082139,1.2279,-2.5258,-0.71276,0.87775,1.0365,0.25039,1.6447,1.0222,0.5505,0.316,0.23582,0.058045,1.1419,1.121,1.6922,0.6927,0.62686,0.87004,0.88625,0.72798,-0.82791,0.2932,0.52903,0.50881,0.21653,1.5122,-0.15521,0.9726,0.52148,0.2898,-0.28176,-1.0059,0.12384,-0.44233,0.87534,2.079,2.5601,0.53972,0.45411,0.87672,0.58671,0.95081,0.36396,1.229,0.4633,0.14466,0.2778,0.92056,1.3746,0.4449,0.59343,1.0226,1.3635,1.9022,1.3333,0.92028,0.89073,-0.19965,-0.44227,1.1375,0.32322,1.6254,1.1759,0.28019,-0.36869,0.14715,1.0279,0.16679,0.048852,0.6553,-0.10353,0.54117,0.17601,0.43691,0.90664,1.0287,0.94113,0.57541,1.1442,0.24939,-0.35121,-0.79349,0.49214,-0.025588,0.99323,0.98847,-0.30732,1.2803,0.097046,0.69249,0.18971,-0.16982,-0.028909,-0.054976,0.066174,-0.15717,-0.022751,-0.42416,0.25049,0.64624,-0.41669,-0.18219,1.0584,-0.28237,0.15073,-0.78535,-0.011781,-0.12061,-1.0648,0.2253,0.013833,-0.62999,0.095928,-0.87287,1.4497,-0.4386,0.3217,-0.58218,1.1437,-0.33652,-0.096842,-0.64618,0.65817,0.27875,0.61491,0.84178,0.30054,0.41556,-0.15827,0.83711,-0.16737,0.71769,0.85965,-0.56708,0.19053,0.99271,1.426,0.00024297,1.1272,-0.047703,1.1244,0.52806,1.0995
-1.8142,-3.4797,-1.1997,-1.8821,-2.5914,-2.6332,-4.276,-2.5409,-1.4679,-1.5152,-3.5354,-0.38747,-4.4909,-1.0265,-1.7336,-1.9827,-2.1625,-1.4253,-1.8809,-0.9946,-1.8256,-1.8069,-1.8978,-0.43841,-1.196,-2.7539,-1.8167,-2.3637,-1.4945,-2.1932,-1.1227,-0.18869,-3.2301,-3.3285,-0.37276,-2.2013,-3.206,-1.4299,-1.6413,-0.75976,-1.4016,-1.91,-1.2819,-2.2632,-1.2621,-0.7541,-1.2819,-1.4906,-2.0882,-1.6658,-1.0301,-0.84992,-1.5942,-0.77176,-1.5898,-2.6711,-3.2668,-0.83827,-0.16214,-0.18882,-1.9867,-0.14059,-0.8868,-0.86353,-2.789,-0.073945,-0.98623,-1.3029,-0.79933,-1.1205,-1.3007,-2.9892,-1.3163,-0.51382,-1.8131,-0.70251,-1.28,-1.9426,-1.3776,-0.17708,-0.91592,-1.4186,-0.67793,-3.0166,-0.92006,-1.8957,-1.4768,-3.301,-0.68198,-0.11233,-0.60277,-1.2751,-2.3818,-1.551,-1.9978,-1.0185,-1.404,-2.8912,-3.6223,-3.6528,-2.7895,-2.4465,-1.3068,-0.90235,-1.9437,-1.2731,-0.6572,-0.4224,-0.6275,-1.5652,-1.0075,-1.249,-2.2466,-1.6009,-2.7166,-0.41638,-1.0822,-0.45753,-1.2785,-2.108,-1.9006,-0.45004,0.18055,-1.5132,-2.5902,-1.326,-2.2148,0.52811,-1.3162,-0.68204,-1.2518,-0.94009,-0.61923,-2.401,-1.4245,-1.975,-0.31855,-1.0744,-0.70062,-1.9355,-1.6832,-2.0775,-1.2525,0.04072,-2.3743,-1.6257,-1.1341,-2.7005,-2.5321,-1.4872,-1.4083,-1.5422,-1.6572,-0.87512,-1.8154,-1.9855,-2.2249,-2.5807,-1.1133,-0.90351,-1.6207,-0.7205,-3.248,-1.0191,-1.3593,-2.0804,-1.8417,-2.4432,-3.4658,-1.4626,-2.3239,-0.52911,-1.4366,-0.94924,-4.2249,-1.4265,-1.1751,-3.1753,-2.1731,-1.4909,-1.3711,-1.4249,-3.275,-1.7103,-1.0783,-1.8823,-4.6906,-2.0739,-0.98485,-1.6619,-1.4061,-0.90785,-2.9555,-3.1524,-1.5251,-0.8958,-3.1102,-2.7206,-2.0512,-1.586,-2.0122,-2.1731,-1.9186,-1.2813,-0.29992,-2.0347,-1.2093,-0.41523,-3.2685,-1.673,-0.91958,-2.3045,-0.92565,-2.9348,-0.53966,-1.8661,-1.059,-3.2927,-1.1295,-1.3705,-1.6405,-0.78161,-0.58983,-1.8282,-2.8242
-1.0526,-2.3261,-1.8777,-1.1832,-2.8009,-0.93274,-0.27308,-1.3559,-0.7074,-0.80964,-0.59966,-0.25053,-1.1807,-0.90232,-0.41284,-1.0589,-0.63373,-0.84914,-0.54508,-1.0814,-0.84759,-0.63194,-1.0603,-0.26925,-0.76084,-2.7309,-0.94913,-3.6974,-1.6323,-0.93457,-1.2143,-0.61111,-2.6306,-0.93062,0.13251,-0.33746,-1.2828,-1.5422,-1.5825,-0.7262,-1.2495,-0.56051,-0.60721,-1.5163,-1.6205,-0.79298,-0.4007,-1.1729,-0.42697,-1.1972,-1.0112,-0.32944,-0.5806,-0.37618,-0.26593,-1.3183,-1.7051,-0.23645,-0.94754,0.17571,-0.70358,-0.49817,-0.69739,-0.015756,-1.5302,-0.67135,-1.2756,-0.36238,-0.20119,-1.5424,-0.68524,-0.85039,0.10715,-0.57919,-1.1415,-1.1214,-1.096,-0.94257,-1.1019,-1.1862,0.084027,-0.27565,-0.20819,-2.2796,-0.3199,-1.1859,-1.0497,-0.85739,-0.44151,-0.41034,-1.2694,-1.0648,-1.8572,-0.89648,-1.1776,-0.32104,-0.55161,-1.1655,-1.3991,-0.68677,-0.68938,-0.054852,-0.58145,0.55163,-0.80883,-0.87106,-1.0744,-0.92459,-1.4285,-1.5622,-0.52041,-0.91009,-2.0103,-2.1928,-1.755,-1.1197,-0.69826,-1.283,-0.27464,-1.421,-1.2404,-0.93627,-0.45342,-0.72278,-1.3596,-0.7228,-1.1412,-1.4046,-1.161,-1.0329,0.18306,-1.4219,-0.86754,-0.86154,-0.47579,-0.80305,-0.92285,-0.84638,-0.92404,-1.699,-0.67079,-0.89152,-0.20873,-0.058437,-0.70143,-1.1489,-0.95709,-0.12197,-0.81665,-0.90375,-0.86271,-1.5736,-1.4693,-0.31118,-0.44385,-1.3802,-1.244,-0.94057,-0.62933,-0.80512,-0.21269,0.11891,-0.69872,-0.3495,-0.96784,-1.2135,-0.75372,-2.263,-1.3887,-0.78055,-1.3827,-0.93082,-1.8634,0.12562,0.14147,0.30998,-1.0197,-1.1099,-0.86167,-0.74042,-0.57945,-0.44846,-0.71839,-1.0033,-1.678,-0.92562,-0.64082,-0.51377,-1.055,-0.73753,-0.73675,-0.063216,-1.0558,-0.42442,-0.15716,-0.3556,-0.60905,-1.0559,-2.7874,-1.4283,-0.25846,-0.7408,-0.45568,0.017968,-1.1976,-0.59298,-0.53951,-0.44605,-1.9849,-1.525,-1.8807,-0.74764,-1.4228,-0.7648,-0.89484,-0.28836,-1.4648,-1.4857,-0.91209,-1.1721,-0.50412,-0.53959,-0.13435,-0.55737,-1.1191
2.0345,0.83296,2.559,2.4439,1.1091,2.7095,1.6467,1.0579,3.3695,1.1666,1.887,2.3852,1.6061,2.2334,1.9767,0.99915,1.2947,2.2376,1.7554,1.776,2.1334,1.0768,1.5336,2.3382,1.0497,0.45006,1.921,0.62403,1.4262,2.4698,1.5369,1.6686,1.2294,0.77136,0.58235,1.8652,0.41421,1.8591,1.3906,0.90096,1.4449,1.2638,2.1876,2.386,2.1769,1.5009,-0.077773,-0.081667,2.0212,2.0398,2.4789,1.352,1.4578,2.1019,2.1133,1.4367,0.024964,1.4617,1.6213,0.69096,0.97905,2.1578,2.4538,1.7129,0.65792,2.5822,2.3519,0.92061,1.329,0.9569,1.2866,2.0145,2.5962,1.6082,0.98555,1.1454,2.7349,0.19172,0.75478,2.314,2.8607,0.9698,1.5776,0.9905,2.8112,0.99986,1.7847,1.7638,2.2717,2.7733,1.9172,2.6188,1.1416,1.9396,1.6645,1.1577,1.1966,1.6971,1.2144,1.498,2.0068,2.0884,2.0966,3.1649,1.4648,1.2897,1.9387,2.8335,1.993,1.6342,1.6948,1.5522,0.58156,1.3755,1.3553,-0.11814,1.4602,2.0424,2.0586,1.9016,2.1963,1.5269,2.3769,2.2469,0.96433,0.79519,1.5884,2.7776,2.0082,3.0822,1.9767,1.4248,2.6833,2.0568,2.6329,2.8951,1.5475,2.0912,2.511,1.7695,0.39508,2.2588,2.3929,3.18,0.043555,2.0449,2.035,1.2179,3.3387,2.2366,1.8951,2.4052,2.5194,1.5481,1.5853,0.95389,1.4755,1.5566,1.5287,2.2548,2.3666,1.9932,1.9518,2.4677,2.4903,1.3813,1.6235,1.9486,0.96381,1.631,1.5242,1.2953,2.0631,2.7296,3.2239,3.5049,1.1483,2.0967,1.5884,1.7848,2.254,1.5663,0.84805,1.738,1.9557,2.5306,1.5413,1.6407,2.0305,2.5538,1.5775,1.7855,1.1743,0.23419,1.5698,2.7377,3.0169,2.0978,1.2725,1.6417,2.9137,0.70914,1.9357,2.2056,2.9849,1.5984,2.6056,2.2018,2.1324,1.0528,0.58902,1.9073,1.5888,2.1867,2.7849,2.2918,2.1818,1.5293,1.9771,2.4132,2.5066,2.7387,1.8522,1.7606,2.2616
-4.7015,-3.6177,-2.0515,-0.74604,0.58487,-3.4189,-2.9662,-4.962,-2.4908,-1.6155,-11,-1.7914,-1.9379,-3.6888,-0.061055,-1.8152,-1.6526,-1.2611,-0.80917,-1.4985,-3.7395,-0.81695,-1.8922,-2.4836,-3.653,-2.9945,-5.0333,-0.64754,0.18174,-1.2659,-1.5393,-4.1177,-1.779,-0.92231,-6.0093,-3.51,-1.6694,0.97818,0.60458,-1.9712,-1.9203,-3.8018,-2.2237,-3.9539,-4.4412,-4.3496,-3.5476,-1.8856,-11,-11,-11,-11,-5.4285,-11,-11,-4.773,-3.5235,-1.3957,-2.726,-1.0163,-4.7675,-11,-3.1223,-2.5786,-1.674,-5.3067,-4.6405,-11,-3.6088,-4.7264,-5.6602,-11,-11,-2.6333,-11,-3.1117,-11,-2.4334,-4.1774,-1.5125,-4.6573,-2.6279,-4.4377,-2.4251,-3.7092,-0.10898,-1.0678,-11,-11,-6.8938,-3.4096,-11,-2.5638,-11,-3.0468,-4.4464,-5.043,-11,-1.3057,-0.79506,-4.1685,-4.1719,-11,-11,-4.1752,-6.4582,-3.3291,-2.3597,-11,-11,-11,-4.2137,-4.2732,-4.8866,-3.699,-1.8938,-11,-1.0054,-11,-4.7455,-11,-3.614,-1.723,-4.6817,-11,-5.4131,-4.5798,-3.1355,-11,-4.2028,-2.8732,-4.4095,-11,-3.3411,-3.0166,-2.5412,-3.4201,-11,-3.5162,-3.5477,-2.8195,-3.856,-11,-2.2117,-3.2609,-11,-11,-2.7642,-2.311,-11,-11,-2.5694,-11,-2.8864,-11,-3.4905,-2.8574,-4.5132,-2.9642,-11,-11,-3.9066,-11,-11,-11,-11,-11,-3.5785,-0.7796,-11,-11,-11,-2.485,-11,-11,-11,-2.6586,-4.1947,-11,-11,-3.3273,-2.651,-11,-3.6269,-4.39,-2.9891,-3.8661,-3.3707,-11,-11,-5.5967,-11,-4.8338,-11,-11,-3.1308,-1.332,-3.0933,-1.5763,-11,-11,-4.799,-4.0179,-2.7667,-11,-2.2688,-4.512,-4.3631,-2.1233,-6.795,-4.9451,-1.1286,-11,-11,-2.8373,-11,-0.90065,-0.30269,-0.7146,-11,-3.4616,-2.8024,-2.4689,-4.5605,-11
-2.1728,-1.5767,-3.4346,-2.4872,-1.9485,-2.1767,-3.3435,-1.4109,-2.0584,-2.364,-2.295,-2.7777,-2.3465,-3.0654,-1.9104,-2.3883,-3.4089,-1.9497,-1.9544,-2.9059,-3.056,-1.3138,-2.6192,-2.3934,-1.9666,-3.0603,-1.8875,-1.1371,-2.0299,-2.3038,-2.4268,-1.7752,-1.8068,-2.4784,-0.84607,-1.9555,-2.7038,-0.71043,-1.5027,-3.3086,-2.7362,-2.2983,-1.414,-2.1854,-3.0301,-2.233,-2.7359,-3.6916,-1.3463,-1.1551,-2.441,-2.7081,-2.1807,-1.7168,-3.5006,-1.9844,-3.8011,-1.5044,-1.7527,-2.192,-2.6881,-1.7767,-2.1396,-1.4769,-4.6785,-1.9366,-2.2648,-1.0269,-1.6911,-2.3239,-1.3243,-2.8383,-2.6718,-0.9612,-3.1383,-1.7982,-2.0743,-2.1037,-3.0195,-1.071,-3.4562,-2.5708,-2.4777,-1.1847,-2.0927,-2.8657,-0.82059,-2.9665,-2.037,-1.9552,-1.4021,-2.3841,-2.2613,-2.0748,-2.3519,-1.0615,-1.7317,-3.5259,-2.6423,-2.2742,-2.4833,-1.8047,-2.5613,-2.3356,-1.9546,-2.6438,-1.4557,-1.5925,-1.6865,-2.2215,-2.8682,-2.0562,-3.1155,-3.1186,-2.3818,-3.3408,-2.9473,-1.6091,-2.7951,-1.6496,-2.1966,-2.4149,-0.61971,-1.9165,-1.1907,-2.9121,-2.8939,-2.1482,-1.9992,-0.82174,-1.4277,-1.2667,-2.6397,-1.8457,-1.6078,-1.5642,-1.5024,-2.1727,-2.578,-2.4821,-2.721,-1.6555,-1.4871,-0.4612,-1.5296,-1.4067,-1.7754,-1.2329,-2.8317,-1.9429,-2.7512,-0.92127,-2.2334,-2.53,-1.9712,-2.5595,-2.5445,-2.337,-1.4535,-2.1144,-1.7737,-3.0816,-1.9157,-4.113,-3.1755,-3.312,-2.8436,-2.8286,-2.9679,-1.5386,-3.2452,-2.8811,-1.5776,-2.2324,-2.6715,-2.7886,-1.6263,-1.8043,-2.7283,-2.7724,-2.7335,-1.7141,-2.2518,-3.2536,-3.5071,-2.8032,-2.8884,-3.2213,-1.1889,-1.9093,-1.323,-2.1824,-2.014,-1.5141,-1.216,-2.41,-1.3513,-3.6267,-1.5328,-1.6645,-3.3252,-2.7828,-1.7033,-3.2773,-2.2502,-1.381,-0.69712,-1.2163,-2.585,-2.8162,-2.7769,-1.4195,-2.8561,-2.4879,-2.5142,-1.7776,-1.9803,-1.9615,-0.42372,-2.749,-1.9324,-3.1594,-1.3074,-1.5276,-1.239
3.6082,2.2898,3.4994,4.0564,3.125,3.4355,2.4803,4.0783,3.9553,3.871,3.5566,3.759,3.8763,3.6541,3.2534,4.1112,3.2228,4.2381,2.9432,3.6674,3.4999,4.4175,3.2769,4.4833,3.7254,3.1846,4.4548,2.8604,4.0525,4.1248,4.0148,4.5452,3.8167,2.8156,3.7769,2.8386,1.96,4.4797,4.1931,3.3349,3.885,3.7232,4.085,2.3234,3.3976,3.4182,3.2788,2.6715,3.506,4.7497,3.8665,2.6525,3.627,3.3891,3.1471,3.2778,3.0107,4.378,3.7685,3.9946,3.6255,3.4816,3.1009,4.4798,2.0868,3.7217,2.8318,4.0829,3.7682,3.3584,3.4179,2.8878,3.156,3.6135,2.4665,3.4302,3.9523,3.2574,3.2474,4.8018,3.9402,2.7302,3.07,1.879,3.0209,3.9239,4.5385,3.7938,4.0231,4.2296,4.1688,3.5302,3.1936,3.9578,2.9603,3.6839,3.8876,3.2493,4.1383,3.4152,2.5087,3.3739,3.7027,3.8163,3.7308,3.4773,3.9316,4.3723,3.4806,2.858,3.9744,4.0795,2.4454,2.9582,3.357,3.5968,3.6058,4.8666,4.2583,3.6834,3.6758,3.8895,4.4896,3.4784,3.2697,2.9167,3.1254,3.559,3.5893,4.6024,4.2484,3.6417,3.6666,3.0795,4.1949,3.5651,4.3481,3.6851,4.1761,3.8849,3.4212,3.6415,3.5501,4.6313,4.6508,3.7701,4.0278,3.939,3.9301,3.9656,3.1134,4.0615,4.2038,4.1691,3.5837,3.6619,3.3243,3.1971,4.5191,4.7254,4.3934,3.1143,2.6356,3.9619,3.3081,2.7879,3.4836,3.2983,2.3817,3.7071,2.9771,3.7707,2.7703,3.7364,4.1789,3.246,3.302,2.607,3.6159,3.013,4.2667,3.7361,3.3812,3.4931,3.1448,3.3034,3.8957,3.0676,3.8699,3.2688,3.2161,4.4955,3.365,3.6279,2.7806,3.7142,4.1368,3.5833,3.6401,3.0307,3.7009,3.6886,3.3345,2.934,3.8533,3.7015,3.6855,3.9526,4.1526,2.8173,2.6644,3.8206,3.1883,3.5485,3.5184,3.4828,3.2594,3.9786,3.8358,3.6973,3.5978,3.8509,3.5895,4.2689,4.2409
